business_id,checkin_count
Wg91oE233AzNieNryRJYYg,495
ZKgRlphtyvKNl2sa0Mz2LA,3
0OdZXIKQypu6vplpxFilsA,455
7usumJrTK_qs2GbSd8zIvg,416
I01C9Xg_SVyMrQSGIGeQ-g,606
45513UgSlMqWV_yAPVkXrg,65
AoGCnRtwifZ2gTGHtg8KTw,599
2Q9Mgkc7iFHuKoD_z7kJkQ,97
mwE5uNVkxCXvEuVa1KQ_3g,1388
5TY6bUT3bbl9aHItiIXXqw,895
QXA7hvR4mhGwwLCNyRRCXg,54
uUlq6chIVb0I8AehlET5bQ,199
avBS62WEvwWyoDWBXAlxmg,24
yGd87bkFijZ6YHrHtW5maA,73
D_mVIUu5XyrHz-7U_z_pDg,903
REM8BezFuK4MQ6j2k1I7-Q,155
3mpBYH3k_lfzycajGtkggQ,19
oXozyDYGP0GhwBxVIP-NZg,359
cQQbBa_Ls6Gr7Prv-qeZXw,3
eZCftIgMLs4cKvT9NWxx_A,7
eRQwgSQD1KyCmJk_PAGOXQ,349
me17NOULVwu40AdKGYHIaQ,160
OgnEQFk9HmF6jGVM3hUM2Q,216
hpg2c5vFer85hvTnun2mNg,17
WcGKG8_rDVBVx6lSTlWiDA,271
JdoBiBRgeS_KKaNaU1sofA,213
Y9oYrGHiMyRIRaudSWomzg,323
cJMgxJ_GDg0a1KEkXPVaug,8
VeiL_tgw7dsl-7IcnOsh0g,1023
tH0wF3EPPgAY14lnmK1_Sg,157
jovBGZAYjGRusbKPnePufA,304
vmg_VdqXVOVhUoacU2pfdw,603
LUdKbgaPZ7F48u9zn7ozFg,153
IOEGLxXwCNiq4P-U359D7Q,908
JTknlKD6bviJZLngdpbydw,18
-RJ216TTIghZshCkUlD1WQ,677
xRaHt2GknSD7yermc-fxYQ,55
vl1aHp6pvnSmpoRQShWLjg,2703
rvnTFEq7R2ZHg0_CYbBNFw,1364
ZQBUBnccfiCzQTrEwNy-xw,17
SbS0cnxFStrlidtwek6b6w,148
vtkJXE_Vdz27rWm6mfAw6Q,1091
o5TNm5Iaah14KtOqjkGcxg,100
7Ppgpgva-HP3o3h-xp2sWw,12
EyoTq9dd4oKXhXND_imOzA,196
tv4nFQ-1a8Lm9B-tIpBjyg,5
MWyv0delstZwPcBkGzmwbA,130
Q6kZqLHy-ikjMW-lBCXnKA,124
WVvqV0cmNR3j7ChPoI74hQ,1273
vl5_S8mfd3qHgC7gYEOVJA,4
_V0yJdpXrbdKzBDoVSJGWA,818
7vWb1Afpm2arr8NCaE_EyQ,16
uUEKndnFbHD8mVkGiirtpA,1792
m8u3fsbhfdXu7IhXeHBO5A,10
gwwVVeWXlEfwATjp2cGzuA,181
DLJCwHGtbAV31UQ1lnIjlw,943
0_7nMBuDAhs_J_DMuqdsyw,8
uiHyP1uOAzOPkOmnWhnW0A,745
jX23x5u_sYz8q2u0SMDwPA,12
McZz8few5LqWF37KZTK_QA,9
Ej_TupknUGM1f3V5lDc9IA,60
NnV0LkIs5YjUSPzAP1nWXQ,154
IO3iTBH0rX-G7E7wAreRSQ,123
V-0qRzBHKixmQgon_fW_AA,1667
ZBkLGYOvUlmmQvkvp7AHHA,555
qRhxldX3lnOMJUNlytYvfQ,478
jBNK_385whkmX9M52vihMw,103
eRKVkDsHSFjaej3j7H0HyA,9
axJFWAeEJ-kRs8LFy8ow1A,3
BjS35X3-_-9TP-RyfzoC_Q,587
g7fXSjIsE31hLIW5z60zfg,38
BQJokxJ4y4s57i7Mn65pvA,485
qL1YorxvE_D-xoPF9f6f8w,47
12P7GjIoq6oj7qCyJ_c0Ag,46
VjvZik_uBJ-UyHdT2PdPPg,16
JCiglfoF09JqfR_gn6XYcA,42
sYfHxCqHpIX2HnDhw0JRAA,3707
3Gw8YcAjo3AcMbtbX1TGSA,98
mvLdgkwBzqllHWHwS-ZZgQ,74
ZMcvBaSEtMrieTYpPBIzVQ,22
a3jFGgoWbPkPGENEafiXwg,406
L-q2fn9CDKmWX5c2hXUD5w,98
O9LDS66IUKIBkGz_uFZKWQ,856
4Bw9XffSa0AMy2SrNCS2KA,375
33Tr0eRki1Yamzleu4GMdw,1227
TEwdAxcVKUzcG9pWl05BKw,0
2sx52lDoiEtef7xgPCaoBw,4760
vX-FwyJ7eINXn_Gn6CqMFg,35
Lzv68iVkRHstVvW3aXNWkA,1143
glVCZzuFSnf24UGYsOl2Vw,920
O6eGmbnnbh0Jq80AAIfzjA,1
5o7Fx7Iot-gLKVNegLLw-w,48
SWZ_GqiaAoc4JoUOosF0mg,55
FaoMHRFjrZvD9_RvYZX4oQ,219
QIn3PuGUkinSibUn-NsljQ,29
KPLFg6jWMXmRv5Dh1TKG6A,14
U8rsbHtpV60h8USOL-kaLg,2
0ahghcpWQVkm4lEFwx-peA,222
4UvQ0BUbqlNPJbAggsi0eA,2
pidpBdWsOFfe7pWypBIoiQ,75
PLVJCN2p1MIkeDzIbAx9kA,294
jLxeBgWhLRbII2ACkgH1Sg,2867
4EfiNcKSsafogIhAjwv0gg,374
fIC9tXNgCfKCncoIujZC6w,9
PAcD5cYk9yFtgUYvejaVfQ,23
h84tU6REsM1VzyUCP0Ss7Q,259
D1BrHyiZON7u_ef-qt4_Uw,1095
w55sCX7ZkLIJNhl_RhwjEg,414
hCsJv234v62MgdsUU1j8dQ,971
Oh62VtPS3Jj9e6CNRxJh5w,141
NaZVUOzqk5b-l0mlki-9Og,274
hmRR9whRtnbV5LyIC3Bxrg,1
qorLOp7fZ6X7GSQG_0wPdg,50
KyzPvdGPb2ubVlXJrS2QPA,270
wqaLf9ShvoJxr7NScUrUFg,90
ltGrILPoBdhDPW7puGmI1Q,92
uDeycmwCy26ALJHeG3SsEA,2149
upB0RQl-l529IVwgOpwOQQ,466
SnZhLM5l_xonNL6FUNlUhA,19
8SwMaPL6AJIs1ZPSZ3NJ4w,992
sNiLWoLWRS56vWpgM6mQfg,0
aHpsw58YOeHnoQt8Vn5O2w,7
2dUXkonsAdoXKAalTnmlig,115
irzQzlXJPhny2QtMa-94-Q,1
WyZAeMGsjUE7OToI4Jdqfw,1388
iXA3bCGD4HNhx81UC8CEhw,21
tv-WIUQifcp5J9pUKoiE3Q,223
YuhAHVsstmDENWuZM30tMA,1537
ALaBtHzn3ekGDJQoCoQgOg,72
hRQS8y-uG2kc8miWVYiLuQ,1091
AS5SU_cEwM-IqmkF7USdQg,12
POIowl4F1ZiHdKLnx__ulw,222
TSNvD7vyrknurZ8H05iyVQ,14
JSUmoa3hFNfoDYLbYNNLOQ,46
JS24kvJ0I5fWWEuplEiZjg,11
Us0VHOegBKE6L4k-xEVxxg,42
6bDpJirSVqt-NXz04vJ8ug,65
hzZjYhV25DuehpK1-pak1g,11
VSmpIQJQTwJloxiIRG9UWg,100
XpB1GKENtgaaO4KoV-uswQ,86
x-HiCsQUNdtbghzW4_ra2Q,325
bpRo8L8dkhgbJhdIKa9mwA,3187
_8yxceldCT7oe0wJC-yDPA,517
54LYVM1gCGQ2UVFK9QhgTw,317
Q2pyp7Nb3cD4Br2BOnxUDA,25
BoiAZQB9AHRvazM055GFOw,15
1UdRVfBlE3unETOu7BDCvw,197
9dz6ZYUDCqtD67LSPTLApQ,120
DCKAhcwBwJQrrjmEunh9lg,41
rOdbLPm_u_7jWM_GDxquEg,1
LsfKW67Qe_0bU4krXEkOAA,219
eWcyXTiaexrkvCc3vlFWKA,51
wtcMoqKiaxkFPZj0BC9jlw,171
aMZzd9RrRyhpuUJycefotA,126
bjllusUsLq9zE4yZnLpOzg,610
yJdFEd5AlF1mXKXApDkGXg,14
jaqQNaCH-xtdr6uH0MFnWw,282
jNhxnj9j_spThcSzJMaeTw,21
prHnRsgY-PuM7vxe8-RwEA,65
uW6UHfONAmm8QttPkbMewQ,1462
bKbYRUZKDYonSPOjzchJJg,601
mAIPUQPJiWXudRbOaBX33g,320
UGiMMw54qYxac0eE_cBbaA,687
dJp6YuFJRCVHtM7SuY_mMA,4
eQF5Pjd52vmKsMfRvI1Cyg,1
6bgjcFOy4WHMyw62_1V9Pw,2952
PBZyumZ_0vSijc2zODdqgQ,132
iX2c4IzH_L5F6FM5GD3SUQ,729
RodA_gxhr2Mj-pyQAL2RAQ,747
5id6Wu6n07N2lIklMAorEw,22
7xEgy2btCKLdTe1vD14ABw,235
7Xw_vv-ekUL2sTqipnKT0g,3022
eqRYda9F_4ziinRW-N6ixw,263
nK7JeIqdBli3umEhBIh33g,54
uXzYH9ywBhZ0WwfStrCWNQ,90
huOCKRwDvNqGX3KSzYawbw,934
8yiLVWzJyyTEhYE0fVNvlA,439
CVKOPzBVOj3_apFUmZ9ZWw,1715
f9sU31meK0bqAD7922sCog,2223
dtJYPbWv0cli924MqKRNUw,0
-iBk1_3M_efQtY6Bcygp5w,17
5VeKrLlQdJjMmKGwBBvMmw,909
kzwiQ54fopeTgGEIkgJ2dQ,1679
irDgKDkvrma1jFN_mRgQ_g,0
lsGIcUOadXjaRtKFNtrq8Q,29
IIHpQVCSUmgywdX2cFScHA,3
vjFZt8Rt3A3kY7yWh3qmgg,218
4l1cmNrXBOLVUJR29MDp3A,283
YPCbxsAPYOo3kRMbhfxFzw,125
83C5ysOCnmNGB_fDsVdr9Q,10
gV9qWwd4eU8GffyuvQ4hwg,12
jXL1Mfygf36id0hJytcsqg,53
0Yeb_P24sj6MwG2qmuehkA,156
EhdkogSUSDLx5JufCAtm8A,19
qParPpAesanzrvjhFV0PdQ,31
hIUKufhwR6Ifn7bi0-phLA,5516
BNubIia7rJAqSRxioUZGxg,344
A9cpN5TtYvJcB25pjLxkpQ,105
bFvtf5LD-yaH7Z3RQcH7FA,9
_cBlppMDZYXS-Bjj4l9qtw,10
S3gVMHlrQoJPzM984vCeBg,186
2SfSzEd3B7WimeZac23zhg,2607
YMc2n7R4_6N0PIHIfUJqPg,13
yYkvonvBGZB6UMnpzr6Ryw,135
wXnVKTuKZaAZFwKanUXqBQ,1
FIhNVl-AFxrjb1-puoFF_Q,50
zttcrQP4MxNS5X5itzStXg,37
H8umkLwMkM0vP5B8oPiozQ,835
ANSdwcG2_tH5iHdOpokVpQ,3
igU-mCXzyn-gmwSzJgeMEQ,457
w0ArxcJ0XsyK1ZwrIf3gpA,218
OOWSVT7NL2BlGuQyzHlvCw,43
y0x795PyDX8JL_oyIaTUiQ,1767
aolTlQzu7fMOGtiiEYiX2w,10
9cw870n3gsGikVoOT5YOYg,974
mS8ZyLZjYhB42ts9_8j3vg,21
gdb4gmSI5eJcuXLZ3BfgtA,889
3cg4pKBL8DTFXCtZ5y9V4g,325
VIxWlFefTnFQPkAvDNURjg,103
939j88ceB05Te3D7kQPwSA,1236
xvfAxe6F0azYjfLSm8ISMA,321
Yn-8zix5_blucvZo3G8kPw,535
kXxSkjIByGp4X6-FIO8_Qw,288
HsEStDB_LB6x0LuXQ6LP4A,469
jXyy2Vc-Dgp7QguQJSfnXw,530
ot1sUqbDrXEd8BELJZw6IA,44
hU7z5Jtl57RIODS0hPg9Ug,304
Z3y47L3EY-axAEVbwmXZaA,45
Dcu698L9WArPRc9mAYrAzA,106
OHWebQuqI-AbB00zpLnWDg,4
Cy8XYYDrZ5wd3Bq-toXMsg,1053
Ey1iEY8yAQG5MEBZPQ_niQ,2165
rwfZVEomWWGb-1wrvCpRuQ,387
VYNriOotbFZ7Qj_6jwUB5g,227
6Wvn57wjSrVX7gJM37CIZw,491
oaap_zKAxkrlTBwF3onmXw,143
ZibmYdOPKLlqDM9oR6xzOA,4531
ac3laXcJnclYZAO65XAcmA,395
zMDYrtWiQjR5odg-6Gf6kQ,165
kYvZZ_aKaKLQKeyms74T2Q,1677
yp2nRId4v-bDtrYl5A3F-g,1532
zesysZuscMHxBl9uIQXIIw,6
zI-CqEm-qmkTY3WdhPlXgQ,399
HpKcIWjcq3osQ13pBF0RXw,222
rbWL5eZCaHLqhpLd84xwUg,35
pgSnP1h1Hg7O4nEGfxVHZw,143
L-zHt7gZITG1z8l7TZ4dUg,154
39rjgt5MpEACNzyFnUmyaQ,75
ujKxpaUmTUVpGRBFSvZfbg,179
_K2_Yf_ltfhuJ2JGCOs85g,261
lmNpuLiA6Jtn3lL2Ec43Qw,23
Mk_NJdCypVpNe6yGgymkbw,19
HusY0jtxYpF9lGUJ92-xDQ,68
fBdZXMF0QyhehC_fri4JZg,190
q7iF6omNtpaeBXZscLuBxQ,3
XarMlmD4QuRgGdoYoKRRSQ,124
iBlQvqiy5Rg2h-y9TS1yOA,455
IR8AucYNTmHPxkENK9q_nw,80
SktLID5_ywSlgVE-h3NB3Q,296
aQFXeuyxTF9xIeytWtrYKA,23
3CxiP8n7DAL-YOOTCW2wNw,237
JXdzS5ez3semEliQyhLnqw,90
fHo_ycJ1OQ_H7DyctJhr6A,301
AVXw5x9Sg-jD5EVcvpxrQA,377
L0beIaAd-rt_KymBM5sW0Q,11
i53HvxUdQEMllZ1XmpjjyA,79
1Df5WnLX3DqN6ymlhqznaQ,1016
kblOOOjQ_36RL-r8yjse4w,1
8KEB1lcjKlIVSd6uA8JB9w,507
84DjKzaR26vphu9fNI9nKg,570
kiweDovyXezj-ZMpB1tlXg,155
ye62ltisuIosDq5F_6V25w,15
eWYpJIv1xDaNAmRTT_WjeQ,0
_-o4WsGS2yhFneiuMTNdSA,8
km5aBHRss5ir_B0jvEErzQ,1266
gcouHCQrswvakJ6xSEKtFQ,1023
LlCbRAZfVkyqL21yKSyd4w,81
oE-vW0S6wRh0YVki7_pVBA,69
9km51KaQujxsSgdaG9gYSw,1010
THadh2gExZ0AxzcLJbJf9g,214
QmTXU7IM8RRjULQw4Kb4ig,14
IDex-hVAfYnVMNF8l0t_ag,137
_CgBou-sE-UW2j4otiKtlw,25
kE8hSuvO6eKtbRA1k541Jg,347
i5EhA_T8_eWLr4_4DGDS5w,29
4oeqftAA2w9rcffOFaxFLA,19
Ec9CBmL3285XkeHaNp-bSQ,6677
EdIFp1tdPi1267hm3da6Nw,260
U9nXdynQ2YR5xYx8tM3S7w,644
UZsxZdWt0quvtN0cAmiVUw,77
2BbFeotL85cIaBjSq1SWiA,65
0i9S0BejjRv0ZDwdO9XymA,325
l_aHtzAhgpG9h9tZdTEklg,0
YCEZLECK9IToE8Mysorbhw,872
cZf3Cosu-Aw3D3uVtY9quA,52
BrclERrbZrQNRyBmDGawQQ,0
VkECNTcZZ1mdN-VJltJcWA,297
kc5JPu8lkg64yUbrheJxng,124
DDW3jj5vSNO5nlR1BX5dSg,0
-nYB-fMXn2i_hcyQ6lY9oA,13
59YbAeuiz0isJtRNKATTKw,672
_bOlJfNELoVIiYGonYnPWw,62
XtE_J8DZXgjFbW1xVkqmUw,205
ym5FOqL6tGbgynzwKMHZuw,1591
EBnR5M6upBcHfMK4063_Sw,4
CqxDQPhltNo6wkkCWww80Q,0
BjoG1A78mIEl6on-HNSilw,135
YO5DrWneHLevfnNnCzOcIg,8
DNiL3RiD-mr29lx3Js3eBA,15
j4F5LtyQ3_dKLJbIEkwFpQ,311
kJ_Rke1dt9zpbJp9lX6sXw,370
CVRTly4ag_q5ua0R3iqrVw,524
T70pMoTP008qYLsIvFCXdQ,674
BndplCo6DSSIUSP5wOEF0w,92
CWhCFNnV60zdQo4c1GBWOA,537
lvuuyYZ-CzFrg1BLdV2OPw,1727
mNb_kxgc922N4f64tqxxbg,12
UYh1N1xQhOh-a7nX92xPzQ,5438
Jx1q_S8-T4RXuhf7P_ZuIQ,107
M30I1NPl5JuHthxo1IXPGg,2896
u3nwislXMKKwkpHAXAArbQ,1674
98hNRWW4AC5IzEg4BP3f5Q,371
HD4JDFoc_htq5VYESJT8gw,1052
YJJeB-cVzLuyn1FfJxpS5g,23
I5RoKagQjGYCWgY4_fK_rQ,416
QKw32mA440qR7iNQ_vQnyQ,877
b24sTA2JkHB4joNlNkBkfQ,163
CCNp1qS8n2gh51X7Wadabw,92
Fq6tvdwtKV7Kk3_33oONQQ,45
GwKFPfQA5kYcVSnPBpjtzg,157
6JTxM3pZAaiauddFu88VpA,198
IZivKqtHyz4-ts8KsnvMrA,36327
7gjYJ6leqm2IMJXNpKvIlw,388
f-4N8MXGy_ifyGtfZrh6SQ,367
MD5aTUMKi-Qk0-jr3xRgng,22
77KuSFMOXqRGqcV9NJjzDA,7
mnU3iGsL55MCWXiWV3AcAQ,1773
X6DR-xr0rQKnxl9jeZWFzw,366
5D3cAYturwbEqnj52b1Tmw,399
KhXu_LqzbJHQIt8ohpN1_w,4
5DH-yIBIvlpQopUk7HcTcg,36
XjsCGzq5P1pCiAHotA9HCw,37
ZJ0gQp0fcnIDiZv0m9--Gg,551
Ye4uQAkfHbh8w0cCXCCLjQ,209
tfg08x88Mr4nEr8_bVal7w,7
N6MzDoao6s68nAIW8vS9dQ,805
LiXy4KBs7opABuCaHRqrhA,65
kZ-ytO1SysT7mWchxwguZw,159
Ipkl7KtlqxCe8bMMkwHwPQ,638
D6iaNp68eH0LFx5H1vWBCQ,322
PjhIQJf2dbdLxgnFrAUaNw,144
vGbsz1AWyVBiDe33sjCO1A,115
kajp1s8tu9B59OyyHoBExg,167
szL4LjaGZpmsLjQ5ALmaQA,3166
6WRVv6S1IWR0nt4Lr2w7Og,18
tgFQN5Jo4T_70m6mS8i_Ag,13
01VPJkcU0m8WzlA7dCEpVQ,1994
PG9I7ZfeXV4UKVXo-yciLw,84
mbOkgswPkYbbIUflogSC9A,258
S9CrHJJnns3cqdGca7mQWQ,95
AqfEIxefqdArIWf9YUVAtQ,1056
mGjyaCZUVvFhO8nolbDdnQ,8
tJzf6H1dkuUbL-t8bzL3dw,142
3GEEy7RP6e4bT4LAiWFMFQ,8305
ujBk7cdEvo5FkD1e0Gzq1Q,75
S9Mq_9OmsL-_azC4Kczl4w,33
lTixk1IT-D4hoMZ6LgoyHQ,2795
b3vRI8yXNK34hgC0Wd4Iag,2282
5Mp-PD_CUaPoJr6CP-WBdA,277
iIwKW2cBAxjElE8eUzjwqA,2042
hojZyJk1Wf2UE2CpG7cgIg,1967
xgrUl5uWTCexTGEWDrVqcg,57
IHnh6sKnutS_7IRHguW0PA,65
aidcfUzZLOjWgwlxfv3UlA,28
OFNXLfKbnsh7zV6Iu3EbyA,384
zCuFlGmDGFyj3ytMfmnXEw,67
Z0kPVmXzo2rLEJwdothOWw,986
-XKG6GamlSBwy5AcXQGAfA,24
b1WGIdd_oSwGYZtC769Shw,1411
GrR5CHz1Wvys6GSWtTup7Q,8
CVt6kBVBABSq-NA_FZfrVw,177
fVx43mUNg0JkVVpElFtrVw,9
WJWFSF3o83yl2jHDKbScJg,152
hJgdrSbwhkp3-GbAyS79Gg,25
Jur1iiejUFw_YCkfDfy1gQ,4607
dJF4C707KVhFx1qcRJhlEA,1128
6qKjl6xJQzLb9ka-QbTudA,611
iHi-7vmZ6vQ1Kx6HOrqxKQ,50
cxnbk6t6L3jnfT5n2Hbl3Q,181
32JWhoH-Kiu1wRFTvHvW9Q,153
dVbZ0xbkwl8BWiqaDS0t-w,402
1WBVqmo7tgF0z0eGf4fPhQ,585
7ibuDLfx8gEhESAufYIySw,4907
qJEtXdrOQeo9py0Wqr6LKQ,217
arzicWkekowFIyFAVU2tUw,113
ppmYIHMCIL5bocUsJSsDWA,24
cZO6RmJcqRY9jGbYY71z-A,42
0uzQymPVW2l24rpjX9KIBA,57
FhIeCF6QrsLaRvAeu0oEPQ,684
4V_EncSagOpI_0IuS7vURw,44
Wyc49dq1r5uMqBl9bHVPAw,50
12f7GOkkC0GZRMif-fidhQ,75
MZRqxvBkJLjKcoOjNz7yLA,204
J5ylw6DXGmQ6hM06Ne3XHw,332
-SWWUof5TuWDVL5SEAml8Q,9
Mbcjfix9W-7SJXG25q5CPw,6
kJl3l4fSa2spv_Mkhgogmg,479
FK7JHSUMdznZefUW6X319A,53
YJi-xBxsTgegLF116qjQWA,18
qpub9UXk8oBJr95oq-MbIg,379
8tSoBxQ8KzMWvCw7a8KBCg,4
mijapPlo4pea6Bl8faEjyQ,0
x-H-2BYL2XoDDLiub950Ag,58
-LMycE26AortJDsbc8oXOg,140
eavP59x5DOpGwVFhxbG4Cg,699
MnYGGxWpMyQ7oncUPjbEmw,323
cyV6Y8eOgpDTtdJQnB6FaA,19
Qic_L9ru9dJqPoLXW6T7yA,13
KUbCQ2ah__c5x0q_6b4oTA,52
mL9sLXHeA0q7aj8-BXXq4g,51
2mfBO8iZ5E_ULmcxEXqOrw,134
0-cZ9XfpC3vsLotOJ6Nxfg,1
ozMd45nXHTCl3mdOwouwlw,436
3m2XZFVraCiqjgLxHi5MdA,134
39BNnMLzx0UUwkWKxGeQKA,75
3LQhD2j97GuVIDAciQzX2Q,192
XVVFgEY-0MsyEAR8SO7dzg,758
aHFkZDm8g27zpzydNE8OMg,208
nuT8Bgfz7HTJQqbJFddkBw,518
Ei21gZXbsXbJlWL0QxLVzA,29
gsjxrwdHqKdTeNx3GeDKNQ,165
IyrDnrvUKpndj5zIv1KvGQ,659
NVcQuJ01BRqVeL-GT1UhTg,31
JFNv5sKeKAf1ZVPnfbzpXw,138
G64LZzcDOBzR55jn2yRKYw,135
Za7NNCyOPnwem4xATpKSbg,60
sED2nCJYPWgjTK64_x9IRw,77
Vzax98BCkEM1uYibYCzqPQ,4
rHmILK3NBQWiRQMr9Sk8ew,229
hl6s4hGsJDcRhHIWrSM-UA,1264
YU2XR_ZY-g2VzDpi7KMzEw,2597
swl9MCD8CU7kbNvn0L4SJg,199
_R-rjgz4Kwi4f3u0clFeKg,233
0S2fiheNzQLDSCs89Kmgnw,41
Wp1UkYg5LjeI3rDByzPxlg,75
tgndyfvC3iSW9l-Vxu67Fg,10
RslaL6v-H9e3o2R-WrJKpA,12
VNOz_tOw_Hz3FAJeEHb_yg,14
orjSfu6Gcv2SQlXVsXdVBg,74
WKMdjxgfyiZ4V-nTMvKXYw,6
tro-hrljuY1cUAVFYauTlQ,2378
y1esDY2vFyaTMf1YlRT7ZA,496
AOEHe6uKrnC_Aje3kT8-7w,9
TUpyKJFqL_ySZMo54pT-Sw,115
BIbjBxoiJLS8CnNsSP64TQ,245
mx0x0XK57osJcJep-76hvw,1
dtVXEl_dASB1kn2erejiCw,30
EwxhzR-VghhMsRObXLMitw,653
BIwjYT9nqbkF7kbzne-tmQ,7
ns-s43oyaaXN0_lzmrgggw,270
h5a8aJ_Pd71JzUGFA-IaAg,1605
ViF5Kd7pBF1JJhlvEy1kpA,64
JcWzvvDWh4RY04tvm1LQzA,75
SDtIdchX9WpKlH5Yst8kjQ,1562
iAuOpYDfOTuzQ6OPpEiGwA,998
LXt2Aycp2ILMWQmKsjl4Wg,524
wf-Uj0LIfPhVSbxlmPcUqw,54
tthhJbshogN6gxy3fMp58g,35
nyQsUIuE5hSPVbS4Z5O_UQ,429
HykZIiaHS35N2c5_QHoClA,255
rdej8lNWQQTqXB-SlJqtbg,147
hREo3XmS-UyLQZRhbR9Rtw,1
oH6QAuoTLFaX97oqqpLTMg,425
