business_id,is_open,latitude,longitude,postal_code,review_count,stars
fp1AV66Uq9mo_9ZhZIIpcQ,1,36.0709692414,-115.298446566,89148,31,2.0
TkrydveE1Laf_LHoKFALNw,0,36.1247621,-115.1933052,89103,29,3.5
IeXVSmtOx0-kntCM_ZX0Zw,0,36.1587068,-115.2367353,89146,3,4.5
CiAZtA0C8AYcPdaaKt816A,1,36.1150195,-115.1196411,89119,28,3.0
d6_51PI94EC1C5sG9hi6HA,1,36.2215736,-115.3281597,89129,80,3.5
ElM8yyW45TAy4vjApwy7ZQ,1,36.2386901,-115.23341,89130,4,5.0
A9IUE1W6TfVXfSC6LkrWCw,0,36.1266125,-115.2252979,89146,116,4.0
VWnMgGRexZMGFs7IrQR_9Q,1,36.067581,-115.17423,89119,22,4.5
wHxe_D6_MPhMLNuHVLMIqQ,0,36.0528788527,-115.244736379,89139,45,3.5
zZkzpVgMP8xaXg3uMscCjQ,1,36.1453664,-115.1731347,89102,145,4.5
Lb9rNNCbF6gL5EM6znWJUA,1,36.114396,-115.0650962,89121,11,2.0
09a8Mrd3STr4AxokKgbZHA,0,36.2490797,-115.2428492,89130,8,4.0
VGWEpMEkzQopS5lUNd06Sw,1,36.0661824639,-115.175287547,89119,583,3.5
QcWSAa1R7jL-KQLzMSXF_A,1,36.175,-115.136389,89129,5,2.0
vFfU79z5a5jQaQA_ka2ftA,1,36.2777832,-115.2863335,89149,203,4.0
DKXUkIrFnMUMF535gf-dPA,1,36.10100467,-115.243461022,89103,245,4.5
hmgbkFngXKjpWqJItOPYpA,1,36.0985605108,-115.175185172,89109,27,3.5
Wg91oE233AzNieNryRJYYg,1,36.12920857,-115.1369381,89169,130,2.5
ZKgRlphtyvKNl2sa0Mz2LA,1,36.2190599,-115.2588916,89129,19,5.0
0OdZXIKQypu6vplpxFilsA,1,36.2409825831,-115.249473062,89129,231,3.5
7usumJrTK_qs2GbSd8zIvg,0,36.1596183,-115.2330307,89146,85,4.0
I01C9Xg_SVyMrQSGIGeQ-g,0,36.0681423832,-115.174817346,89119,49,3.5
45513UgSlMqWV_yAPVkXrg,1,36.1150825399,-115.148105845,89119,91,3.5
AoGCnRtwifZ2gTGHtg8KTw,0,36.2188899971,-115.314227343,89129,300,3.0
2Q9Mgkc7iFHuKoD_z7kJkQ,1,36.122741,-115.208699,89103,61,4.5
mwE5uNVkxCXvEuVa1KQ_3g,1,36.006571,-115.20638,89141,300,4.0
5TY6bUT3bbl9aHItiIXXqw,1,36.102562,-115.202089,89103,302,3.5
QXA7hvR4mhGwwLCNyRRCXg,1,36.1601208,-115.0789273,89104,64,3.5
uUlq6chIVb0I8AehlET5bQ,1,36.1003087,-115.184154,89103,30,3.0
avBS62WEvwWyoDWBXAlxmg,1,36.0996688,-115.1014346,89121,12,4.5
yGd87bkFijZ6YHrHtW5maA,0,36.2377817298,-115.231436995,89130,109,3.5
D_mVIUu5XyrHz-7U_z_pDg,0,36.114483,-115.194814,89103,492,4.0
REM8BezFuK4MQ6j2k1I7-Q,0,36.2171468,-115.2253774,89108,76,3.0
3mpBYH3k_lfzycajGtkggQ,0,36.1478424072,-115.15550231899999,89104,13,4.0
oXozyDYGP0GhwBxVIP-NZg,0,36.006758,-115.116175,89183,66,3.5
cQQbBa_Ls6Gr7Prv-qeZXw,0,36.2207730246,-115.242337878,89128,4,4.0
eZCftIgMLs4cKvT9NWxx_A,1,36.2168464,-115.0922381,89115,13,3.0
eRQwgSQD1KyCmJk_PAGOXQ,1,36.174482,-115.063816,89110,178,4.0
me17NOULVwu40AdKGYHIaQ,1,36.0432633089,-115.150275975,89123,156,4.0
OgnEQFk9HmF6jGVM3hUM2Q,1,36.2374767062,-115.231295392,89130,32,3.0
hpg2c5vFer85hvTnun2mNg,1,36.113748,-115.162994,89169,10,2.5
WcGKG8_rDVBVx6lSTlWiDA,1,36.1965901835,-115.262122321,89128,139,2.5
JdoBiBRgeS_KKaNaU1sofA,1,36.117033,-115.20625,89103,70,4.0
Y9oYrGHiMyRIRaudSWomzg,1,36.271119,-115.207257,89130,87,3.5
cJMgxJ_GDg0a1KEkXPVaug,0,35.9952905,-115.2068006,89141,9,3.0
VeiL_tgw7dsl-7IcnOsh0g,1,36.017617052,-115.118230954,89123,257,4.5
tH0wF3EPPgAY14lnmK1_Sg,1,36.1937890763,-115.246147833,89128,97,4.5
jovBGZAYjGRusbKPnePufA,1,36.1932914379,-115.304091912,89134,115,4.0
vmg_VdqXVOVhUoacU2pfdw,1,36.0342435,-115.1714093,89123,147,4.0
LUdKbgaPZ7F48u9zn7ozFg,1,36.2202129671,-115.278013654,89129,26,2.5
IOEGLxXwCNiq4P-U359D7Q,1,36.1385152,-115.2843553,89117,459,4.0
JTknlKD6bviJZLngdpbydw,0,36.1725319,-115.197258,89107,9,3.0
-RJ216TTIghZshCkUlD1WQ,1,36.1262291442,-115.213507304,89146,279,4.5
xRaHt2GknSD7yermc-fxYQ,0,36.1960195,-115.1522128,89106,14,3.5
vl1aHp6pvnSmpoRQShWLjg,1,36.1568053738,-115.334111417,89135,597,3.5
rvnTFEq7R2ZHg0_CYbBNFw,0,36.118117,-115.187298,89103,820,3.5
ZQBUBnccfiCzQTrEwNy-xw,1,36.1075578,-115.1812167,89103,9,4.5
SbS0cnxFStrlidtwek6b6w,0,36.1265084,-115.2182851,89146,46,4.0
vtkJXE_Vdz27rWm6mfAw6Q,0,36.1267101,-115.213915,89146,235,3.0
o5TNm5Iaah14KtOqjkGcxg,0,36.2781145,-115.206376,89131,30,2.5
7Ppgpgva-HP3o3h-xp2sWw,1,36.219152,-115.281428,89129,13,2.0
EyoTq9dd4oKXhXND_imOzA,1,36.104435,-115.1367851,89119,75,4.5
tv4nFQ-1a8Lm9B-tIpBjyg,0,36.0944424,-115.2079863,89118,8,3.5
MWyv0delstZwPcBkGzmwbA,1,36.095174,-115.045194,89122,27,4.0
Q6kZqLHy-ikjMW-lBCXnKA,1,36.080609,-115.146624,89119,47,2.0
WVvqV0cmNR3j7ChPoI74hQ,1,36.055414,-115.241332,89139,408,3.5
vl5_S8mfd3qHgC7gYEOVJA,0,36.106542,-115.17204,89109,5,3.0
_V0yJdpXrbdKzBDoVSJGWA,1,36.1141583,-115.1535379,89169,347,2.5
7vWb1Afpm2arr8NCaE_EyQ,0,36.1687145,-115.1355313,89101,8,4.5
uUEKndnFbHD8mVkGiirtpA,1,36.0684969257,-115.176930629,89119,455,4.0
m8u3fsbhfdXu7IhXeHBO5A,1,36.172318,-115.19575,89107,3,3.5
gwwVVeWXlEfwATjp2cGzuA,1,36.0946251,-115.297747,89148,156,4.0
DLJCwHGtbAV31UQ1lnIjlw,1,36.1449499,-115.301818,89117,330,3.5
0_7nMBuDAhs_J_DMuqdsyw,0,35.9952905,-115.2068006,89141,4,2.5
uiHyP1uOAzOPkOmnWhnW0A,1,35.9990691,-115.2041695,89141,109,3.0
jX23x5u_sYz8q2u0SMDwPA,1,36.1588687715,-115.236602095,89146,12,4.5
McZz8few5LqWF37KZTK_QA,0,36.089494,-115.138026,89119,29,3.5
Ej_TupknUGM1f3V5lDc9IA,1,36.149751,-115.0762536,89104,40,4.5
NnV0LkIs5YjUSPzAP1nWXQ,1,36.1261008,-115.211285,89146,90,4.0
IO3iTBH0rX-G7E7wAreRSQ,1,36.0976114,-115.1196648,89119,125,3.0
V-0qRzBHKixmQgon_fW_AA,1,36.0957104,-115.2982167,89148,495,4.5
ZBkLGYOvUlmmQvkvp7AHHA,0,36.1255374,-115.2112409,89146,91,3.5
qRhxldX3lnOMJUNlytYvfQ,1,36.0575942,-115.1451,89119,93,2.5
jBNK_385whkmX9M52vihMw,1,35.9780142,-115.1563465,89183,48,2.0
eRKVkDsHSFjaej3j7H0HyA,1,36.1586404699,-115.134254913,89104,9,5.0
axJFWAeEJ-kRs8LFy8ow1A,1,36.1087848,-115.1370794,89119,3,3.5
BjS35X3-_-9TP-RyfzoC_Q,1,36.08598903,-115.101469707,89120,248,4.0
g7fXSjIsE31hLIW5z60zfg,1,36.128561,-115.1711298,89109,23,3.5
BQJokxJ4y4s57i7Mn65pvA,1,36.1022507,-115.1699679,89109,250,3.5
qL1YorxvE_D-xoPF9f6f8w,1,36.1230052,-115.2241009,89103,73,3.5
12P7GjIoq6oj7qCyJ_c0Ag,1,36.2473932,-115.2096463,89130,33,2.0
VjvZik_uBJ-UyHdT2PdPPg,1,36.1094195,-115.2617449,89147,22,3.5
JCiglfoF09JqfR_gn6XYcA,0,36.2216289,-115.3290609,89129,18,2.5
sYfHxCqHpIX2HnDhw0JRAA,1,36.0334054807,-115.208426028,89139,492,4.0
3Gw8YcAjo3AcMbtbX1TGSA,1,36.1523778,-115.1536437,89104,22,3.0
mvLdgkwBzqllHWHwS-ZZgQ,1,36.1128803,-115.2786224,89147,112,4.5
ZMcvBaSEtMrieTYpPBIzVQ,1,36.1600769108,-115.117543561,89101,4,5.0
a3jFGgoWbPkPGENEafiXwg,1,36.1716327,-115.1442634,89101,193,3.0
L-q2fn9CDKmWX5c2hXUD5w,0,36.1440225,-115.195896,89102,30,4.5
O9LDS66IUKIBkGz_uFZKWQ,1,36.1584759,-115.2930652,89117,121,3.0
4Bw9XffSa0AMy2SrNCS2KA,1,36.1309442,-115.2784531,89117,205,3.5
33Tr0eRki1Yamzleu4GMdw,1,36.0780831,-115.2421295,89118,314,4.5
TEwdAxcVKUzcG9pWl05BKw,0,36.1100828,-115.1538714,89109,13,4.0
2sx52lDoiEtef7xgPCaoBw,1,36.1672853944,-115.139310447,89101,1215,4.5
vX-FwyJ7eINXn_Gn6CqMFg,1,36.2402607933,-115.057124864,89115,38,3.0
Lzv68iVkRHstVvW3aXNWkA,1,36.0719462,-115.1069016,89120,459,4.5
glVCZzuFSnf24UGYsOl2Vw,0,36.1266402147,-115.19954771,89102,64,3.0
O6eGmbnnbh0Jq80AAIfzjA,0,36.1653094,-115.1315065,89101,15,3.5
5o7Fx7Iot-gLKVNegLLw-w,0,36.1049744,-115.1359993,89119,28,3.5
SWZ_GqiaAoc4JoUOosF0mg,1,36.1006924561,-115.139449359,89119,48,4.0
FaoMHRFjrZvD9_RvYZX4oQ,1,36.0721266,-115.2068949,89118,30,2.5
QIn3PuGUkinSibUn-NsljQ,1,36.1128756143,-115.062084476,89122,17,2.5
KPLFg6jWMXmRv5Dh1TKG6A,0,36.089494,-115.138026,89119,25,3.0
U8rsbHtpV60h8USOL-kaLg,0,36.0686142,-115.1776615,89119,4,4.5
0ahghcpWQVkm4lEFwx-peA,1,36.143133,-115.2085074,89102,183,3.5
4UvQ0BUbqlNPJbAggsi0eA,1,36.1150683,-115.2378723,89103,15,5.0
pidpBdWsOFfe7pWypBIoiQ,1,36.1146002,-115.2252211,89103,71,4.0
PLVJCN2p1MIkeDzIbAx9kA,1,36.1443071533,-115.266170865,89117,88,2.5
jLxeBgWhLRbII2ACkgH1Sg,1,36.1444011,-115.2742894,89117,568,4.0
4EfiNcKSsafogIhAjwv0gg,1,36.1003949,-115.3047985,89147,155,4.0
fIC9tXNgCfKCncoIujZC6w,0,36.192231,-115.2422955,89108,4,5.0
PAcD5cYk9yFtgUYvejaVfQ,1,36.0945483,-115.2967462,89148,13,2.0
h84tU6REsM1VzyUCP0Ss7Q,0,36.020108,-115.1167735,89123,44,3.0
D1BrHyiZON7u_ef-qt4_Uw,0,36.125908,-115.197906,89102,147,3.5
w55sCX7ZkLIJNhl_RhwjEg,1,36.108686,-115.150982,89169,158,3.0
hCsJv234v62MgdsUU1j8dQ,1,36.011588,-115.175342,89183,237,3.5
Oh62VtPS3Jj9e6CNRxJh5w,0,36.1356446,-115.1615118,89109,65,2.5
NaZVUOzqk5b-l0mlki-9Og,1,36.0689682903,-115.298683822,89148,203,3.5
hmRR9whRtnbV5LyIC3Bxrg,1,36.1326597,-115.1728049,89109,3,3.5
qorLOp7fZ6X7GSQG_0wPdg,1,36.1476176729,-115.15637928,89104,20,2.5
KyzPvdGPb2ubVlXJrS2QPA,1,36.0900715,-115.2439023,89118,171,4.5
wqaLf9ShvoJxr7NScUrUFg,0,36.243892,-115.234956,89130,51,4.0
ltGrILPoBdhDPW7puGmI1Q,0,36.1017747779,-115.20258616,89121,6,3.0
uDeycmwCy26ALJHeG3SsEA,1,36.2812317365,-115.286151141,89149,268,3.0
upB0RQl-l529IVwgOpwOQQ,1,36.0321712219,-115.210086614,89139,281,4.5
SnZhLM5l_xonNL6FUNlUhA,0,36.055414,-115.241332,89139,4,4.0
8SwMaPL6AJIs1ZPSZ3NJ4w,1,36.112856,-115.242389,89103,460,4.0
sNiLWoLWRS56vWpgM6mQfg,0,36.2003921,-115.2819509,89128,4,5.0
aHpsw58YOeHnoQt8Vn5O2w,0,36.168754,-115.15736,89106,4,3.0
2dUXkonsAdoXKAalTnmlig,0,36.2545972,-115.2428704,89130,37,4.0
irzQzlXJPhny2QtMa-94-Q,0,36.0967114,-115.296528,89148,3,4.5
WyZAeMGsjUE7OToI4Jdqfw,1,36.144779,-115.297331,89117,145,3.5
iXA3bCGD4HNhx81UC8CEhw,1,36.1061168417,-115.138639236,89119,7,3.5
tv-WIUQifcp5J9pUKoiE3Q,1,36.0765176,-115.1533426,89119,60,4.0
YuhAHVsstmDENWuZM30tMA,1,36.0572622015,-115.157722041,89119,258,4.5
ALaBtHzn3ekGDJQoCoQgOg,1,36.2216662493,-115.329024419,89129,85,4.0
hRQS8y-uG2kc8miWVYiLuQ,1,36.144141,-115.161171,89102,797,4.0
AS5SU_cEwM-IqmkF7USdQg,0,36.01658,-115.118684,89123,12,3.0
POIowl4F1ZiHdKLnx__ulw,1,36.2717661003,-115.207065941,89130,41,3.5
TSNvD7vyrknurZ8H05iyVQ,1,36.0839998,-115.1537389,89119,14,2.5
JSUmoa3hFNfoDYLbYNNLOQ,1,36.2176284252,-115.20833306,89130,26,3.5
JS24kvJ0I5fWWEuplEiZjg,0,36.130323,-115.276372,89117,12,4.0
Us0VHOegBKE6L4k-xEVxxg,1,36.1470835,-115.2982993,89117,17,4.0
6bDpJirSVqt-NXz04vJ8ug,0,36.1178949,-115.1727728,89109,32,2.5
hzZjYhV25DuehpK1-pak1g,0,36.1081488,-115.1699073,89109,7,4.5
VSmpIQJQTwJloxiIRG9UWg,1,36.1595695272,-115.23029767,89146,34,4.0
XpB1GKENtgaaO4KoV-uswQ,0,36.1713138,-115.2061205,89107,8,3.0
x-HiCsQUNdtbghzW4_ra2Q,1,36.020586,-115.127524,89123,46,2.5
bpRo8L8dkhgbJhdIKa9mwA,1,36.1098294728,-115.173618414,89109,1464,4.0
_8yxceldCT7oe0wJC-yDPA,0,36.0533813,-115.2795528,89113,174,3.5
54LYVM1gCGQ2UVFK9QhgTw,1,36.1793432,-115.2426874,89107,117,4.5
Q2pyp7Nb3cD4Br2BOnxUDA,1,36.170901,-115.1606348,89106,27,4.0
BoiAZQB9AHRvazM055GFOw,1,36.0844883,-115.2410644,89118,15,4.5
1UdRVfBlE3unETOu7BDCvw,0,36.036676,-115.242713,89139,57,3.0
9dz6ZYUDCqtD67LSPTLApQ,1,36.0967029,-115.2964452,89148,25,2.5
DCKAhcwBwJQrrjmEunh9lg,1,36.0199801,-115.2681544,89178,18,2.5
rOdbLPm_u_7jWM_GDxquEg,1,36.1275236,-115.1715003,89109,3,2.5
LsfKW67Qe_0bU4krXEkOAA,1,36.100545,-115.186318,89118,76,1.5
eWcyXTiaexrkvCc3vlFWKA,1,36.1950502123,-115.206531921,89108,9,2.0
wtcMoqKiaxkFPZj0BC9jlw,0,36.0130882,-115.1530086,89183,54,4.0
aMZzd9RrRyhpuUJycefotA,1,36.1192428,-115.279717,89147,98,4.5
bjllusUsLq9zE4yZnLpOzg,1,36.0711592,-115.2073851,89118,476,4.0
yJdFEd5AlF1mXKXApDkGXg,1,36.254539199999996,-115.242859,89130,22,4.0
jaqQNaCH-xtdr6uH0MFnWw,1,36.21813588,-115.20837705,89130,70,4.5
jNhxnj9j_spThcSzJMaeTw,0,36.1272235,-115.2249939,89146,10,3.5
prHnRsgY-PuM7vxe8-RwEA,1,36.1584565,-115.317141,89135,102,2.0
uW6UHfONAmm8QttPkbMewQ,1,36.041786,-115.278235,89113,1264,4.5
bKbYRUZKDYonSPOjzchJJg,1,36.12604,-115.194409,89103,260,4.0
mAIPUQPJiWXudRbOaBX33g,1,36.058743,-115.278512,89113,98,2.0
UGiMMw54qYxac0eE_cBbaA,1,36.0826883675,-115.148259147,89169,195,2.5
dJp6YuFJRCVHtM7SuY_mMA,1,36.1438684,-115.1614533,89102,3,3.5
eQF5Pjd52vmKsMfRvI1Cyg,0,36.1426342,-115.2217078,89146,5,5.0
6bgjcFOy4WHMyw62_1V9Pw,1,36.0957996497,-115.296600759,89148,210,3.5
PBZyumZ_0vSijc2zODdqgQ,0,36.1154018,-115.2806748,89147,59,4.5
iX2c4IzH_L5F6FM5GD3SUQ,1,36.101689985,-115.29815026,89147,249,5.0
RodA_gxhr2Mj-pyQAL2RAQ,0,36.1564007,-115.3335552,89135,264,3.5
5id6Wu6n07N2lIklMAorEw,0,36.1758455,-115.2240029,89107,18,3.0
7xEgy2btCKLdTe1vD14ABw,1,36.1212025005,-115.168299932,89109,51,3.0
7Xw_vv-ekUL2sTqipnKT0g,1,36.054301,-115.171477,89123,432,2.5
eqRYda9F_4ziinRW-N6ixw,1,36.158487,-115.262689,89117,48,2.5
nK7JeIqdBli3umEhBIh33g,0,36.1439829,-115.2796682,89117,32,4.0
uXzYH9ywBhZ0WwfStrCWNQ,1,36.115558,-115.3001784,89147,29,4.5
huOCKRwDvNqGX3KSzYawbw,1,36.112133,-115.176792,89109,205,4.0
8yiLVWzJyyTEhYE0fVNvlA,1,36.119468,-115.173077,89109,291,4.0
CVKOPzBVOj3_apFUmZ9ZWw,1,36.117337,-115.171803,89109,938,4.0
f9sU31meK0bqAD7922sCog,1,36.1081923221,-115.176013461,89109,1023,4.0
dtJYPbWv0cli924MqKRNUw,1,36.074147,-115.189719,89118,4,5.0
-iBk1_3M_efQtY6Bcygp5w,1,36.1337103,-115.0850568,89121,9,4.5
5VeKrLlQdJjMmKGwBBvMmw,1,36.0119334,-115.136203,89183,199,4.0
kzwiQ54fopeTgGEIkgJ2dQ,1,36.0687921,-115.2601824,89113,101,3.5
irDgKDkvrma1jFN_mRgQ_g,0,36.0153561,-115.1185146,89123,37,4.0
lsGIcUOadXjaRtKFNtrq8Q,1,36.1377957,-115.0664764,89121,24,2.5
IIHpQVCSUmgywdX2cFScHA,0,36.1264133,-115.1949565,89102,3,3.5
vjFZt8Rt3A3kY7yWh3qmgg,1,36.2498922,-115.2441383,89130,137,3.5
4l1cmNrXBOLVUJR29MDp3A,1,36.291232,-115.3155669,89129,32,2.5
YPCbxsAPYOo3kRMbhfxFzw,0,36.2191781,-115.2624712,89129,18,2.5
83C5ysOCnmNGB_fDsVdr9Q,0,36.2714829,-115.2605999,89130,36,2.5
gV9qWwd4eU8GffyuvQ4hwg,0,36.2183313,-115.2081814,89130,10,4.0
jXL1Mfygf36id0hJytcsqg,1,36.041827,-115.116606,89123,30,2.0
0Yeb_P24sj6MwG2qmuehkA,1,36.1299495427,-115.161028004,89109,51,4.5
EhdkogSUSDLx5JufCAtm8A,0,36.135076,-115.17135,89109,9,5.0
qParPpAesanzrvjhFV0PdQ,0,36.1131443,-115.0656175,89121,9,2.5
hIUKufhwR6Ifn7bi0-phLA,1,36.066865,-115.273241,89113,1146,4.5
BNubIia7rJAqSRxioUZGxg,0,36.1783291,-115.0616024,89110,56,4.0
A9cpN5TtYvJcB25pjLxkpQ,1,36.1588236324,-115.317226641,89135,33,4.0
bFvtf5LD-yaH7Z3RQcH7FA,1,36.1591333,-115.0463891,89142,9,4.5
_cBlppMDZYXS-Bjj4l9qtw,1,36.1882094,-115.1165816,89101,8,3.0
S3gVMHlrQoJPzM984vCeBg,1,36.2626307452,-115.25607001,89149,76,4.5
2SfSzEd3B7WimeZac23zhg,1,36.166996958,-115.286524787,89144,627,4.0
YMc2n7R4_6N0PIHIfUJqPg,1,36.2399658,-115.2304525,89130,14,3.5
yYkvonvBGZB6UMnpzr6Ryw,1,36.2191204,-115.280934,89129,22,2.0
